Step ID,Problem Hierarchy,Problem Name,Max Problem View,Step Name,,,Avg Incorrects,Avg Hints,Avg Corrects,% First Attempt Incorrects,% First Attempt Hints,% First Attempt Corrects,Avg Step Duration (sec),Avg Correct Step Duration (sec),Avg Error Step Duration (sec),Total Students,Total Opportunities,KC(Paragraph Based 16 clusters)
7d8b256543975c1ed2d1e5f5dd88cce0,"(sequence) Introduction to Biology, (unit) Structure = Function, (module) Proteins",aa_proteins_quiz,5,_m4_proteins_pool_q4_i1 UpdateRadioButton,_m4_proteins_pool_q4,aa_proteins_quiz__m4_proteins_pool_q4,0.1749,0,0.8251,17.4917,0,82.5083,21.606,21.94,19.896,434,606,protein
9dc29fd70c6b96ee29a4742f230978de,"(sequence) Introduction to Biology, (unit) Structure = Function, (module) Proteins",aa_proteins_quiz,4,_m4_proteins_pool_q5_i1 UpdateRadioButton,_m4_proteins_pool_q5,aa_proteins_quiz__m4_proteins_pool_q5,0.0507,0,0.9493,5.0676,0,94.9324,21.157,21.367,17.004,435,592,protein
e05a644ca195390de6d46cddad4b45c6,"(sequence) Introduction to Biology, (unit) Structure = Function, (module) Proteins",aa_proteins_quiz,5,_m4_proteins_pool_q6_i1 UpdateRadioButton,_m4_proteins_pool_q6,aa_proteins_quiz__m4_proteins_pool_q6,0.3633,0,0.6367,36.3316,0,63.6684,21.71,21.903,21.323,411,567,protein
3c308160b142077353020d29f77b010c,"(sequence) Introduction to Biology, (unit) Structure = Function, (module) Proteins",proteins_oxygen,2,q1_i1 UpdateRadioButton,q1,proteins_oxygen_q1,0.4078,0.0023,1.0161,39.6313,0.2304,60.1382,2.623,0.333,6.078,426,434,acid
f76a91106b2ed7aca96de4f0ff15fc57,"(sequence) Introduction to Biology, (unit) Structure = Function, (module) Proteins",proteins_oxygen,2,q2_i1 UpdateRadioButton,q2,proteins_oxygen_q2,0.1596,0,1.0117,9.1549,0,90.8451,15.171,15.509,11.821,424,426,membrane
0f6f53daf66c4e53ccd499287d976488,"(sequence) Introduction to Biology, (unit) Structure = Function, (module) Proteins",proteins_oxygen,2,q3_i1 UpdateRadioButton,q3,proteins_oxygen_q3,0.1103,0,1.0188,5.3991,0,94.6009,8.763,8.275,17.304,423,426,membrane
64e903ef59b4b5832660de55ed9e691f,"(sequence) Introduction to Biology, (unit) Structure = Function, (module) Proteins",proteins_oxygen,2,q4_biomacro_function_i1 UpdateRadioButton,q4_biomacro_function,proteins_oxygen_q4_biomacro_function,0.4048,0.0024,1.0048,23.3735,0.241,76.3855,20.585,18.516,27.255,413,415,lipids
f409c0c365c189f4b8ef1b115a9f61aa,"(sequence) Introduction to Biology, (unit) Structure = Function, (module) Proteins, (section1) Protein Function - Binding and Catalysis",_m4_antacid_DIGT,2,q1_A UpdateShortAnswer,q1,_m4_antacid_DIGT_q1,0,0.018,1.3303,0,1.5015,98.4985,13.477,12.564,73.4,331,333,acid
26b78f395cc0fcaebfa6d10a4abb7d36,"(sequence) Introduction to Biology, (unit) Structure = Function, (module) Proteins, (section1) Protein Function - Binding and Catalysis",_m4_enzyme_catalysis_DIGT,2,q1_i1 UpdateRadioButton,q1,_m4_enzyme_catalysis_DIGT_q1,0.3084,0,1.0169,16.6265,0,83.3735,0.937,0.197,4.652,413,415,enzyme
8f8fc1c7f14a7bf5fdc2de64c635e72a,"(sequence) Introduction to Biology, (unit) Structure = Function, (module) Proteins, (section1) Protein Function - Binding and Catalysis",_m4_enzyme_catalysis_DIGT,2,q2_i1 UpdateRadioButton,q2,_m4_enzyme_catalysis_DIGT_q2,0.6127,0,0.9975,40.9314,0,59.0686,15.18,14.126,16.689,406,408,energy
39f34859b94cb6dc184152ff2a87792f,"(sequence) Introduction to Biology, (unit) Structure = Function, (module) Proteins, (section1) Protein Function - Binding and Catalysis",_m4_enzyme_curve_DIGT,2,q1_i1 UpdateRadioButton,q1,_m4_enzyme_curve_DIGT_q1,0.3578,0,1.0047,28.1991,0,71.8009,2.756,0,9.773,415,422,enzyme
f0bec97b4f5d951c3792559109704ed9,"(sequence) Introduction to Biology, (unit) Structure = Function, (module) Proteins, (section1) Protein Function - Binding and Catalysis",_m4_lactose_DIGT,3,q1_i1 UpdateRadioButton,q1,_m4_lactose_DIGT_q1,0.4013,0,1.0193,25.7511,0,74.2489,1.036,0.104,3.725,414,466,gene
e6e8745bae5885e5f158a0b252e4c799,"(sequence) Introduction to Biology, (unit) Structure = Function, (module) Proteins, (section1) Protein Function - Binding and Catalysis",_m4_lactose_lactase_DIGT,2,q1_i1 UpdateRadioButton,q1,_m4_lactose_lactase_DIGT_q1,0.1487,0.0048,1.012,13.9089,0.2398,85.8513,0.552,0.106,3.254,412,417,enzyme
a1e6a9e2348d228c3f4aaabfa33e9c1a,"(sequence) Introduction to Biology, (unit) Structure = Function, (module) Proteins, (section1) Protein Function - Binding and Catalysis",_m4_proteins_antibody_binding_LBD,2,q1_i1 UpdateRadioButton,q1,_m4_proteins_antibody_binding_LBD_q1,0.4169,0,1.0422,30.6792,0,69.3208,2.533,0.49,7.149,418,427,structure
1544983f253f9bd63678ee08f0f459af,"(sequence) Introduction to Biology, (unit) Structure = Function, (module) Proteins, (section1) Protein Function - Binding and Catalysis",_m4_proteins_antibody_binding_LBD,3,q2_i1 UpdateRadioButton,q2,_m4_proteins_antibody_binding_LBD_q2,1.5837,0.0074,1.0271,73.8916,0.7389,25.3695,29.1,23.971,30.843,403,406,cell
593abc2a52094fe4c966688cc092b270,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Introduction to Biology",inline_bio_intro_abiotic_characteristics,3,q1_water_i1 UpdateRadioButton,q1_water,inline_bio_intro_abiotic_characteristics_q1_water,0.1853,0.0302,1.0216,16.3793,2.5862,81.0345,2.31,0.984,7.977,229,232,water
ab971c166303048553170ac72b67ba22,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Introduction to Biology",inline_bio_intro_abiotic_characteristics,3,q2_bacteria_i1 UpdateRadioButton,q2_bacteria,inline_bio_intro_abiotic_characteristics_q2_bacteria,0.0655,0,1.0568,6.5502,0,93.4498,6.974,6.621,12,228,229,cell
d838b2470a39b11b670085da6f0a58cd,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Introduction to Biology",inline_bio_intro_abiotic_characteristics,3,q3_glucose_i1 UpdateRadioButton,q3_glucose,inline_bio_intro_abiotic_characteristics_q3_glucose,0.1878,0,1.0218,17.9039,0,82.0961,5.976,5.123,9.866,228,229,energy
08c017be69dcd5759f05a7c89d0392a2,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Introduction to Biology",inline_bio_intro_abiotic_characteristics,3,q4_cotton_i1 UpdateRadioButton,q4_cotton,inline_bio_intro_abiotic_characteristics_q4_cotton,0.5609,0.0043,0.9913,55.2174,0,44.7826,10.88,6.16,14.709,228,230,acid
4c089422d89522e9373322ef360ca311,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Introduction to Biology",inline_bio_intro_abiotic_characteristics,3,q5_carbon_dioxide_i1 UpdateRadioButton,q5_carbon_dioxide,inline_bio_intro_abiotic_characteristics_q5_carbon_dioxide,0.057,0.0132,1.0263,4.8246,0.4386,94.7368,8.257,8.112,10.861,227,228,structure
2377c6ee7343e4c87fc4e09aed0f0495,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Introduction to Biology",inline_bio_intro_abiotic_characteristics,3,q6_yogurt_i1 UpdateRadioButton,q6_yogurt,inline_bio_intro_abiotic_characteristics_q6_yogurt,0.368,0,1.0087,34.1991,0,65.8009,8.347,6.615,11.679,228,231,energy
acd4e09d324a347394cc6bbc85b2ca9c,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Introduction to Biology",inline_bio_intro_abiotic_characteristics,3,q7_cold_virus_i1 UpdateRadioButton,q7_cold_virus,inline_bio_intro_abiotic_characteristics_q7_cold_virus,0.6352,0,0.9614,61.8026,0,38.1974,9.135,7.045,10.427,229,233,cell
e22e69281db6b204fbd397e2f0c55372,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Introduction to Biology",inline_bio_intro_virus_abiotic_DIGT,2,q1_are_viruses_alive_A UpdateShortAnswer,q1_are_viruses_alive,inline_bio_intro_virus_abiotic_DIGT_q1_are_viruses_alive,0,0,1.1633,0,0,100,7.565,7.565,,145,147,cell
1a29491a0ae894675bd010f8dc9dd02e,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Introduction to Biology",inline_bio_intro_virus_characteristic_1v0,2,qv1_viruses_use_energy_i1 UpdateRadioButton,qv1_viruses_use_energy,inline_bio_intro_virus_characteristic_1v0_qv1_viruses_use_energy,0.599,0.0761,0.9949,56.3452,5.5838,38.0711,4.041,0.333,6.32,193,197,energy
12c940ec324022a037dbfbacb2ac8450,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Introduction to Biology",inline_bio_intro_virus_characteristic_2v1,3,qv2_viruses_respond_to_environment_i1 UpdateRadioButton,qv2_viruses_respond_to_environment,inline_bio_intro_virus_characteristic_2v1_qv2_viruses_respond_to_environment,0.1111,0.0101,1.0152,10.6061,0,89.3939,0.586,0.379,2.333,193,198,cell
bc87d02488736f5fab39e52a107a4c49,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Introduction to Biology",inline_bio_intro_virus_characteristic_3v0,2,qv3_viruses_reproduce_with_DNA_i1 UpdateRadioButton,qv3_viruses_reproduce_with_DNA,inline_bio_intro_virus_characteristic_3v0_qv3_viruses_reproduce_with_DNA,0.268,0.0258,1.0515,21.6495,1.5464,76.8041,1.588,0.53,5.089,192,194,dna
988a83075c4a903480e868c08fedd49d,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Introduction to Biology",inline_bio_intro_virus_characteristic_4v0,2,qv4_viruses_one_or_more_cells_i1 UpdateRadioButton,qv4_viruses_one_or_more_cells,inline_bio_intro_virus_characteristic_4v0_qv4_viruses_one_or_more_cells,0.3351,0.0309,0.9845,32.4742,0.5155,67.0103,1.778,0.031,5.328,192,194,cell
05ad73713afcf0a12e599c0f47ca7a2c,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Introduction to Biology",inline_first_emergent_property_level,2,q1_i1 UpdateRadioButton,q1,inline_first_emergent_property_level_q1,0.4673,0.0251,1.005,33.1658,0,66.8342,1.477,0.353,3.742,194,199,biology
ef55665cc0898fc87524e77da0ebc469,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Introduction to Biology",inline_intro_to_bio_DIGT_v1,2,q1_biology_branches_i1 UpdateRadioButton,q1_biology_branches,inline_intro_to_bio_DIGT_v1_q1_biology_branches,0.1087,0.0043,1.0043,4.7826,0.4348,94.7826,0.383,0.083,5.833,229,230,biology
26a5c91b226abefe953e1a3c14bf588a,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Introduction to Biology",inline_intro_to_bio_DIGT_v1,2,q2_student_questions_A UpdateShortAnswer,q2_student_questions,inline_intro_to_bio_DIGT_v1_q2_student_questions,0,0,1.1374,0,0,100,100.535,100.535,,129,131,biology
68fc34174432118f0cb7455b3a17e89b,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Introduction to Biology",inline_levels_of_organization_DIGT,2,q1_encompassing_level_i1 UpdateRadioButton,q1_encompassing_level,inline_levels_of_organization_DIGT_q1_encompassing_level,0.6699,0.0485,0.9951,38.835,2.4272,58.7379,4.947,0.107,11.835,201,206,biology
0a0c0bfe40d95d1c4012cf4f347f53d8,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Introduction to Biology",inline_levels_of_organization_DIGT,3,q2_hamberger_i1 UpdateRadioButton,q2_hamberger,inline_levels_of_organization_DIGT_q2_hamberger,0.6425,0.0112,1.0223,36.8715,1.1173,62.0112,41.466,30.306,59.955,179,179,acid
109213df02ddf43ffdd1f50110624f54,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Introduction to Biology",inline_levels_of_organization_DIGT,3,q3_i1 UpdateRadioButton,q3,inline_levels_of_organization_DIGT_q3,0.3539,0.0056,1.0112,24.7191,0.5618,74.7191,21.966,20.571,26.089,177,178,biology
33d448e6377127298ba7e206011bde0c,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Introduction to Biology",intro_biology_intro_quiz,3,intro_biology_intro_pool_q10_i1 UpdateRadioButton,intro_biology_intro_pool_q10,intro_biology_intro_quiz_intro_biology_intro_pool_q10,0.152,0,0.848,15.1982,0,84.8018,19.21,18.203,25.267,286,454,biology
9fa3d55b4c01af195dcab97d7711cd77,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Introduction to Biology",intro_biology_intro_quiz,3,intro_biology_intro_pool_q11_i1 UpdateRadioButton,intro_biology_intro_pool_q11,intro_biology_intro_quiz_intro_biology_intro_pool_q11,0.1035,0,0.8965,10.3524,0,89.6476,19.21,18.991,21.287,286,454,biology
2a328434c5278a7d7fb084a0f52ffaba,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Introduction to Biology",intro_biology_intro_quiz,3,intro_biology_intro_pool_q12_emer_prop_i1 UpdateRadioButton,intro_biology_intro_pool_q12_emer_prop,intro_biology_intro_quiz_intro_biology_intro_pool_q12_emer_prop,0.2137,0,0.7863,21.3656,0,78.6344,19.21,18.417,22.772,286,454,biology
aa1516ca82a44b2e0724b6dcca26bead,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Introduction to Biology",intro_biology_intro_quiz,3,intro_biology_intro_pool_q4_i1 UpdateRadioButton,intro_biology_intro_pool_q4,intro_biology_intro_quiz_intro_biology_intro_pool_q4,0.2775,0,0.7225,27.7533,0,72.2467,19.21,17.927,22.512,286,454,enzyme
ffb80f32506799ce28eae90ff60b4bf7,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Introduction to Biology",intro_biology_intro_quiz,3,intro_biology_intro_pool_q5_i1 UpdateRadioButton,intro_biology_intro_pool_q5,intro_biology_intro_quiz_intro_biology_intro_pool_q5,0.1189,0,0.8811,11.8943,0,88.1057,19.21,18.646,23.611,286,454,biology
b2e21eb588af168837a4c49bd9fd1e81,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Introduction to Biology",intro_biology_intro_quiz,3,intro_biology_intro_pool_q6_i1 UpdateRadioButton,intro_biology_intro_pool_q6,intro_biology_intro_quiz_intro_biology_intro_pool_q6,0.2048,0,0.7952,20.4846,0,79.5154,19.21,18.463,22.624,286,454,structure
e8d3b723ea82acd2ce17d1a7d6cb07af,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Introduction to Biology",intro_biology_intro_quiz,3,intro_biology_intro_pool_q7_i1 UpdateRadioButton,intro_biology_intro_pool_q7,intro_biology_intro_quiz_intro_biology_intro_pool_q7,0.2533,0,0.7467,25.3304,0,74.6696,19.21,18.303,22.078,286,454,membrane
59b1548a1906bc2f0534344a26ff923e,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Introduction to Biology",intro_biology_intro_quiz,3,intro_biology_intro_pool_q8_i1 UpdateRadioButton,intro_biology_intro_pool_q8,intro_biology_intro_quiz_intro_biology_intro_pool_q8,0.174,0,0.826,17.4009,0,82.5991,19.21,18.302,23.759,286,454,cell
cc23763a00b7cd4f678abf3644feb510,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Introduction to Biology",intro_biology_intro_quiz,3,intro_biology_intro_pool_q9_i1 UpdateCheckbox,intro_biology_intro_pool_q9,intro_biology_intro_quiz_intro_biology_intro_pool_q9,0.1608,0,0.8392,16.0793,0,83.9207,19.21,18.118,26.072,286,454,biology
be0adaf56cb64c005ecd43b8dd496d17,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Introduction to Biology",intro_biology_intro_quiz,3,q3_i1 UpdateShortAnswer,q3,intro_biology_intro_quiz_q3,0.0308,0,0.9692,3.0837,0,96.9163,19.21,19.086,22.993,286,454,biology
2b14fb7c95861aa8775c5e371d8a878e,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Scientific Inquiry",control_experimental_lbd,1,q1_i1 UpdateRadioButton,q1,control_experimental_lbd_q1,0.4632,0,1.0105,31.5789,0,68.4211,1.695,0,5.367,95,95,groups
2fb55fd05ea0ceb5f18b589378615f31,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Scientific Inquiry",control_experimental_lbd,2,q2_i1 UpdateRadioButton,q2,control_experimental_lbd_q2,0.1724,0,1,12.6437,0,87.3563,16.057,16.842,10.636,87,87,groups
0767009dce794b5f65cf07681cf01993,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Scientific Inquiry",fairies_digt,1,q1_i1 UpdateRadioButton,q1,fairies_digt_q1,0.3333,0,1.0215,21.5054,0,78.4946,1.559,0.11,6.85,93,93,biology
b5a58eae2ee28c2fbe6b8861917ab96e,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Scientific Inquiry",hpv_results_lbd,1,q1_i1 UpdateRadioButton,q1,hpv_results_lbd_q1,0.1348,0,1,13.4831,0,86.5169,0.517,0.221,2.417,89,89,acid
19d1658960621957732fb36a4884a30a,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Scientific Inquiry",hypothesis_yes_no,1,q1_i1 UpdateRadioButton,q1,hypothesis_yes_no_q1,0.0957,0,1,6.383,0,93.617,0.415,0,6.5,94,94,species
2035d9e247f4cd53fa89ec17ccba4daf,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Scientific Inquiry",hypothesis_yes_no,2,q2_i1 UpdateRadioButton,q2,hypothesis_yes_no_q2,0.0429,0,1,4.2857,0,95.7143,12.757,11.567,39.333,70,70,species
f52bf9b2053ad131e7a4850cf7ea5c06,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Scientific Inquiry",hypothesis_yes_no,2,q3_i1 UpdateRadioButton,q3,hypothesis_yes_no_q3,0.0896,0,1,8.9552,0,91.0448,13.642,14.131,8.667,67,67,acid
2f6ab5a54d6774e0c1d46ed5db30003b,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Scientific Inquiry",hypothesis_yes_no,2,q4_i1 UpdateRadioButton,q4,hypothesis_yes_no_q4,0.2353,0,0.9853,22.0588,0,77.9412,13.647,12.264,18.533,67,68,species
e57c61f326605213dd9694df366fbb1f,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Scientific Inquiry",inline_experiment_results_significance_DIGT,1,q1_A UpdateShortAnswer,q1,inline_experiment_results_significance_DIGT_q1,0,0,1.3239,0,0,100,17.465,17.465,,71,71,acid
2d4ce7e9619c7ac71671fa70d9669bd3,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Scientific Inquiry",inline_hpv_experiment_cv,2,q1_control_variables_A UpdateShortAnswer,q1_control_variables,inline_hpv_experiment_cv_q1_control_variables,0,0.0278,1.2639,0,2.7778,97.2222,10.861,6.343,169,71,72,acid
2978ceaab2f341b00d5783b0e71410ae,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Scientific Inquiry",inline_hpv_experiment_dv,1,q1_dependent_variable_i1 UpdateRadioButton,q1_dependent_variable,inline_hpv_experiment_dv_q1_dependent_variable,0.5934,0.011,1.011,40.6593,1.0989,58.2418,2.011,0,4.816,91,91,acid
8be98f1c04629ae545cf25d7e8cdbd41,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Scientific Inquiry",inline_hpv_experiment_hypothesis,2,q1_hpv_hypo_i1 UpdateRadioButton,q1_hpv_hypo,inline_hpv_experiment_hypothesis_q1_hpv_hypo,0.7396,0.0104,0.9896,47.9167,1.0417,51.0417,3.083,0,6.298,95,96,biology
d76b156e77113c52cf55bf2aad7a13b6,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Scientific Inquiry",inline_hpv_experiment_iv,1,q1_indepen_var_i1 UpdateRadioButton,q1_indepen_var,inline_hpv_experiment_iv_q1_indepen_var,0.8681,0.011,1.011,45.0549,1.0989,53.8462,3.132,0,6.786,91,91,acid
cd5b7f59637e6241d25c6bfe667e514e,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Scientific Inquiry",inline_hpv_experiment_significance,1,q2_next_question_i1 UpdateCheckbox,q2_next_question,inline_hpv_experiment_significance_q2_next_question,0.2874,0,1.7586,5.7471,0,94.2529,4.517,4,13,87,87,acid
0f91bdf2446b588f7297e62ae8a78d08,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Scientific Inquiry",intro_scientific_method_quiz,3,intro_scientific_method_pool_a2_q2a_i1 UpdateRadioButton,intro_scientific_method_pool_a2_q2a,intro_scientific_method_quiz_intro_scientific_method_pool_a2_q2a,0.0441,0,0.9559,4.4118,0,95.5882,20.214,20.045,23.691,188,272,lipids
ba67726e46ed75590fee6f4c8c7c9815,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Scientific Inquiry",intro_scientific_method_quiz,3,intro_scientific_method_pool_q1_i1 UpdateRadioButton,intro_scientific_method_pool_q1,intro_scientific_method_quiz_intro_scientific_method_pool_q1,0.0184,0,0.9816,1.8382,0,98.1618,20.214,20.277,14.857,188,272,groups
43317fdbf83f9a5b64a4d8693a9320be,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Scientific Inquiry",intro_scientific_method_quiz,3,intro_scientific_method_pool_q2_i1 UpdateRadioButton,intro_scientific_method_pool_q2,intro_scientific_method_quiz_intro_scientific_method_pool_q2,0.1912,0,0.8088,19.1176,0,80.8824,20.214,19.315,23.954,188,272,groups
eaa290825ffc0dfab26ff0a171f74f50,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Scientific Inquiry",intro_scientific_method_quiz,3,intro_scientific_method_pool_q3_i1 UpdateRadioButton,intro_scientific_method_pool_q3,intro_scientific_method_quiz_intro_scientific_method_pool_q3,0.3456,0,0.6544,34.5588,0,65.4412,20.214,18.318,23.941,188,272,acid
6435a18b181a6d67bc419837efda09ca,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Scientific Inquiry",intro_scientific_method_quiz,3,intro_scientific_method_pool_q4_i1 UpdateRadioButton,intro_scientific_method_pool_q4,intro_scientific_method_quiz_intro_scientific_method_pool_q4,0.0846,0,0.9154,8.4559,0,91.5441,20.214,20.11,21.395,188,272,species
c140f53b01ed21d0a508faa4aa917977,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Scientific Inquiry",pseudoscience_lbd,1,q1_i1 UpdateRadioButton,q1,pseudoscience_lbd_q1,0.3077,0,1,30.7692,0,69.2308,0.857,0,2.786,91,91,acid
bc86ef456d371c44a402a232a67b0111,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Scientific Inquiry",pseudoscience_lbd,1,q2_i1 UpdateRadioButton,q2,pseudoscience_lbd_q2,0.1236,0,1.0112,12.3596,0,87.6404,18.629,12.526,61.909,89,89,energy
64ebb336e3112575381fc35d0ef420be,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Scientific Inquiry",what_is_science_digt2,1,q2_neurotransmitters_i1 UpdateRadioButton,q2_neurotransmitters,what_is_science_digt2_q2_neurotransmitters,0.5054,0,1,36.5591,0,63.4409,3.441,0,9.412,93,93,biology
d4b28f1bf96229e9a49674a885cc6b8a,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Scientific Inquiry",what_is_science_submit,2,q1_A UpdateShortAnswer,q1,what_is_science_submit_q1,0,0,1.0933,0,0,100,1.76,1.76,,74,75,biology
5b0c00f6b48cd4460b2b718d767359b1,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Themes in Biology",intro_themes_quiz,3,intro_themes_pool_q10_i1 UpdateRadioButton,intro_themes_pool_q10,intro_themes_quiz_intro_themes_pool_q10,0.0987,0,0.9013,9.8684,0,90.1316,18.273,18.149,19.678,205,304,biology
e0a1e3ea5e78d644167a4ae8a6ee3c7d,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Themes in Biology",intro_themes_quiz,3,intro_themes_pool_q12_i1 UpdateRadioButton,intro_themes_pool_q12,intro_themes_quiz_intro_themes_pool_q12,0.0137,0,0.9863,1.3746,0,98.6254,18.248,18.196,31.833,200,291,cell
5cbdeca44cfb880fad683ff70292e253,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Themes in Biology",intro_themes_quiz,3,intro_themes_pool_q1_i1 UpdateRadioButton,intro_themes_pool_q1,intro_themes_quiz_intro_themes_pool_q1,0.3095,0,0.6905,30.9524,0,69.0476,18.279,17.059,21.249,196,294,structure
d5d3af74bd4c345d2fb7372311384be6,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Themes in Biology",intro_themes_quiz,3,intro_themes_pool_q2_i1 UpdateRadioButton,intro_themes_pool_q2,intro_themes_quiz_intro_themes_pool_q2,0.0612,0,0.9388,6.1224,0,93.8776,18.426,18.354,19.72,201,294,cell
a67ed2a78bd0bf620264cc6e24749f64,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Themes in Biology",intro_themes_quiz,3,intro_themes_pool_q3_i1 UpdateRadioButton,intro_themes_pool_q3,intro_themes_quiz_intro_themes_pool_q3,0.0432,0,0.9568,4.3189,0,95.6811,18.357,18.219,21.908,204,301,cell
b189b9e12ceca2ceda4e2535699a7a01,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Themes in Biology",intro_themes_quiz,3,intro_themes_pool_q5_i1 UpdateRadioButton,intro_themes_pool_q5,intro_themes_quiz_intro_themes_pool_q5,0.2432,0,0.7568,24.3243,0,75.6757,18.19,17.605,20.181,202,296,energy
065de63d91259fc8c1c055b4bf79f2b3,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Themes in Biology",intro_themes_quiz,3,intro_themes_pool_q6_i1 UpdateRadioButton,intro_themes_pool_q6,intro_themes_quiz_intro_themes_pool_q6,0.0676,0,0.9324,6.7568,0,93.2432,18.545,18.64,16.95,201,296,species
71c4b0153e43fed96cdb879e76dd1f83,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Themes in Biology",intro_themes_quiz,3,intro_themes_pool_q7_i1 UpdateCheckbox,intro_themes_pool_q7,intro_themes_quiz_intro_themes_pool_q7,0.237,0,0.763,23.7013,0,76.2987,18.401,17.159,22.64,207,308,species
b751cc165531679c736ae3ea1cb30ccb,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Themes in Biology",intro_themes_quiz,3,intro_themes_pool_q8_i1 UpdateRadioButton,intro_themes_pool_q8,intro_themes_quiz_intro_themes_pool_q8,0.2386,0,0.7614,23.8596,0,76.1404,18.574,18.159,19.943,196,285,species
cd710a88de40e6bd6a635266d61d48ee,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Themes in Biology",intro_themes_quiz,3,intro_themes_pool_q9_i1 UpdateRadioButton,intro_themes_pool_q9,intro_themes_quiz_intro_themes_pool_q9,0.0817,0,0.9183,8.1699,0,91.8301,18.404,18.287,20.167,201,306,biology
dd324f97265f2564c1cb18e27b0cc18f,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Themes in Biology",intro_themes_quiz,3,qintro_themes_pool_11_i1 UpdateRadioButton,qintro_themes_pool_11,intro_themes_quiz_qintro_themes_pool_11,0.0542,0,0.9458,5.4237,0,94.5763,18.465,18.273,22.225,200,295,biology
24523ee993caeab02be20563626f8f6d,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Themes in Biology",u1_themes_dandelion_LBD,1,q1_i1 UpdateRadioButton,q1,u1_themes_dandelion_LBD_q1,0.0714,0,1.0102,6.1224,0,93.8776,0.694,0.565,2.667,98,98,species
c6b5ce48318f0ad25bc31579347f167c,"(sequence) Introduction to Biology, (unit) Themes in Biology, (module) Themes in Biology",u1_themes_dandelion_LBD,2,q2_i1 UpdateRadioButton,q2,u1_themes_dandelion_LBD_q2,0.3636,0,1.0303,28.2828,0,71.7172,33.626,34.408,31.643,98,99,species
